Date,Open_Close_Shift,Polarity
2019-01-02,0.5300721225094681,0.3311429845575951
2019-01-03,0.11395751687798451,0.33684998395912197
2019-01-04,0.5905035402601679,0.3277419846186174
2019-01-07,0.20201416104067182,0.34473860089842334
2019-01-08,0.37122344804874036,0.44922073950050523
2019-01-09,0.4428783138481805,0.417913602311544
2019-01-10,0.38071990778857234,0.3550556361877117
2019-01-11,0.21755310390251936,0.38110230359867514
2019-01-14,0.1951075251111477,0.25541100409024936
2019-01-15,0.5102163675284044,0.5408488366978933
2019-01-16,0.42906504198913226,0.33220125786163524
2019-01-17,0.4117991108183764,0.4748595045764857
2019-01-18,0.2097849497777046,0.4055152394775036
2019-01-22,0.0,0.4182806711108598
2019-01-23,0.24863362423843238,0.5567627341212247
2019-01-24,0.14676239091058785,0.27079356440841434
2019-01-25,0.4653238926395521,0.38612833707173333
2019-01-28,0.3125190186069488,0.3705982454893921
2019-01-29,0.13294911905153958,0.29733792609103726
2019-01-30,0.44115132553927217,0.3121294110811931
2019-01-31,0.29697875843899224,0.379278834373174
2019-02-01,0.23050354026016795,0.17158640102036324
2019-02-04,0.6,0.2542428640541848
2019-02-05,0.38244557879137164,0.32822378878982655
2019-02-06,0.23309468137658487,0.3824341789121663
2019-02-07,0.14244689609748065,0.0
2019-02-08,0.39107920302980403,0.3263434929850023
2019-02-11,0.1286323069323234,0.33423457046098554
2019-02-12,0.33669026840111965,0.23913470177621116
2019-02-13,0.16402832208134363,0.254958877600387
2019-02-14,0.3625898238103079,0.3126269956458636
2019-02-15,0.196834513420056,0.2679830232660421
2019-02-19,0.3738119545529392,0.53979035639413
2019-02-20,0.3410070805203359,0.3933623609095307
2019-02-21,0.20460398485097972,0.3221093372036768
2019-02-22,0.3884893792194961,0.6
2019-02-25,0.2745318623415116,0.4538085255066387
2019-02-26,0.32201416104067176,0.4363209117926099
2019-02-27,0.4117977935122674,0.2515787776165135
